"MASTER","ENTIDAD","PRECIO","TIPOLOGIA","METODOLOGIA","DURACION","BOLSAEMP","TELEFONO","X4","X6","URLIMAGEN","NOMBREIMAGEN","WEB",
"Master en Creación y Gestión de Repositorios de Contenidos + Titulación Universitaria","EDUCA BUSINESS SCHOOL","1200.0","Master","Online","710h","Sin Datos",911227348,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. MODELOS DE DATOS Y VISIÓN CONCEPTUAL DE UNA BASE DE DATOS', 'PARTE 2. IMPLEMENTACIÓN Y USO DE UNA BASE DE DATOS', 'PARTE 3. HERRAMIENTAS DE LOS SISTEMAS GESTORES DE BASES DE DATOS, PASARELAS Y MEDIOS DE CONEXIÓN', 'PARTE 4. REPOSITORIOS DE CONTENIDOS', 'PARTE 5. LENGUAJE XML', 'PARTE 6. DESARROLLO DE UN GESTOR DE CONTENIDOS (CMS)', 'PARTE 7. FORMACIÓN E-LEARNING']","https://www.emagister.com/assets/es/logos/centro/id/160194/size/l.jpg","['l.jpg']","https://www.emagister.com/master-creacion-gestion-repositorios-contenidos-titulacion-universitaria-cursos-3660264.htm",
"Máster Oficial - Internet de las cosas para la salud digital / Internet of Things for e-Health","UAB - Universitat Autònoma de Barcelona","Precio a consultar","Master oficial","Cerdanyola del valles","Sin Datos","Sin Datos",935811111,"Ya puedes formarte con el Master Oficial   Internet de las cosas para la salud digital   Internet of Things for e Health  con este completo aprendizaje que te presenta Emagister y la accion formativa impartida por UAB   Universitat Autonoma de Barcelona  dise ada con un crecimiento exponencial y para que obtengas un plus en formacion    El Master en Internet de las Cosas para Salud Digital  IoT for eHealth  Tecnologias Wearables  esta orientado en la monitorizacion relacionada con aspectos de salud y bienestar  en el rango que va desde los dispositivos implantados hasta las aplicaciones para deportistas  Asimismo  en sistemas de Soporte al Diagnostico y la Intervencion  para la implementacion de algoritmos especializados para los entornos medicos  p  e  quirurgicos  imagen medica  etc   con los correspondientes dispositivos conectados  Esta centrado en el analisis  dise o  implementacion y validacion de la infraestructura de computacion distribuida en dispositivos  periferia y la nube aplicada a problemas big data en IoT para salud  de forma escalable  Al finalizar podra trabajar en  hospitales  empresas asistenciales  aseguradoras  etc   de servicios del ambito de la salud o en Empresas proveedoras de dispositivos  aplicaciones y o tecnologias para el campo de la salud    Ahora que estas interesado da click en pedir informacion y con gusto te asesoramos en las inquietudes que tengas y te guiaremos en el proceso de inscripcion","[]","https://www.emagister.com/assets/es/logos/centro/id/60579/size/l.png","['l.png']","https://www.emagister.com/master-oficial-internet-cosas-para-salud-digital-internet-of-things-e-health-cursos-3585494.htm",
"Máster en Programación de Videojuegos","The Core School","Precio a consultar","Master","Online","Sin Datos","Sin Datos",912669065,"Plantea tus dudas y otros usuarios podran responderte","['Plan de estudios']","https://www.emagister.com/assets/es/logos/centro/id/1161222/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-videojuegos-cursos-3683952.htm",
"Master en Programación Web de Alto Rendimiento con Wordpress + PHP + JavaScript + MySQL + Titulación Universitaria","Euroinnova Business School","1299.0","Master","Online","725h","Sin Datos",958912561,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/56241/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-alto-rendimiento-wordpress-php-javascript-mysql-titulacion-universitaria-cursos-3323372.htm",
"MÁSTER EXPERTO EN PROGRAMACIÓN JAVA + MÁSTER EN COACHING TECNOLÓGICO","ESNECA BUSINESS SCHOOL","595.0","Master","Online","600h","Sí",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. PROGRAMACIÓN JAVA', 'MÓDULO 1. CONCEPTOS BÁSICOS DEL LENGUAJE JAVA', 'MÓDULO 2. CONCEPTOS AVANZADOS E INTERFACES GRÁFICAS DEL LENGUAJE JAVA', 'UNIDAD DIDÁCTICA 4. CREACIÓN DE INTERFACES GRÁFICAS CON EL API SWING', 'MÓDULO 3. DESARROLLANDO APLICACIONES PARA LA PLATAFORMA JAVA', 'PARTE 2. COACHING TECNOLÓGICO INTRODUCCIÓN AL COACHING']","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-experto-programacion-java-master-coaching-tecnologico-cursos-3661428.htm",
"Máster en Programación Web en el Entorno Cliente","ESCUELA DE POSTGRADO DE INGENIERIA Y ARQUITECTURA","660.0","Master","A distancia","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. PROGRAMACIÓN WEB EN EL ENTORNO CLIENTE', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTOS WEB MEDIANTE LENGUAJES DE MARCAS', 'UNIDAD DIDÁCTICA 1. DISEÑO WEB.', 'UNIDAD DIDÁCTICA 2. LENGUAJES DE MARCADO GENERALES.', 'UNIDAD DIDÁCTICA 3. LENGUAJES DE MARCADO PARA PRESENTACIÓN DE ', 'PÁGINAS WEB. ', 'UNIDAD DIDÁCTICA 4. HOJAS DE ESTILO WEB.', 'UNIDAD FORMATIVA 2. DESARROLLO Y REUTILIZACIÓN DE COMPONENTES SOFTWARE Y MULTIMEDIA MEDIANTE LENGUAJES DE GUIÓN', 'UNIDAD DIDÁCTICA 1. ARQUITECTURAS DE APLICACIONES WEB.', 'UNIDAD DIDÁCTICA 2. NAVEGADORES ', 'WEB.', 'UNIDAD DIDÁCTICA 3. CREACIÓN DE CONTENIDO WEB DINÁMICO.', 'UNIDAD DIDÁCTICA 4. LENGUAJES DE GUIÓN DE USO GENERAL.', 'UNIDAD DIDÁCTICA 5. CONTENIDOS MULTIMEDIA.', 'UNIDAD FORMATIVA 3. APLICACIÓN DE TÉCNICAS DE USABILIDAD Y ACCESIBILIDAD EN EL ENTORNO DEL CLIENTE', 'UNIDAD DIDÁCTICA 1. ACCESIBILIDAD WEB.', 'UNIDAD DIDÁCTICA 2. USABILIDAD WEB.']","https://www.emagister.com/assets/es/logos/centro/id/1155659/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-entorno-cliente-cursos-3631942.htm",
"Máster en Programación de aplicaciones móviles con Swift","TOKIO New Technology School","20013000.0","Master","A distancia","Sin Datos","Sin Datos",912669065,"Plantea tus dudas y otros usuarios podran responderte","['Crea Apps para iPhone e IPad.', 'Proyecto Final', 'Material complementario:']","https://www.emagister.com/assets/es/logos/centro/id/1118353/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-aplicaciones-moviles-swift-cursos-3605794.htm",
"MÁSTER EN PROGRAMACIÓN WEB EN ENTORNO CLIENTE....","SELECT BUSINESS SCHOOL","1940.0","Master","Online","1500h","Sí",916358357,"Documentos","['MÓDULO 1. PROGRAMACIÓN WEB EN EL ENTORNO CLIENTE', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTOS WEB MEDIANTE ', 'LENGUAJES DE MARCAS', 'UNIDAD DIDÁCTICA 1. DISEÑO WEB.', 'UNIDAD DIDÁCTICA 2. LENGUAJES DE MARCADO GENERALES.', 'UNIDAD DIDÁCTICA 3. LENGUAJES DE MARCADO PARA PRESENTACIÓN DE ', 'PÁGINAS WEB.', 'UNIDAD DIDÁCTICA 4. HOJAS DE ESTILO WEB.', 'UNIDAD FORMATIVA 2. DESARROLLO Y REUTILIZACIÓN DE COMPONENTES ', 'SOFTWARE Y MULTIMEDIA MEDIANTE LENGUAJES DE GUIÓN', 'UNIDAD DIDÁCTICA 1. ARQUITECTURAS DE APLICACIONES WEB.', 'UNIDAD DIDÁCTICA 2. NAVEGADORES WEB.', 'UNIDAD DIDÁCTICA 3. CREACIÓN DE CONTENIDO WEB DINÁMICO.', 'UNIDAD DIDÁCTICA 4. LENGUAJES DE GUIÓN DE USO GENERAL.', 'UNIDAD DIDÁCTICA 5. CONTENIDOS MULTIMEDIA.', 'UNIDAD FORMATIVA 3. APLICACIÓN DE TÉCNICAS DE USABILIDAD Y', 'ACCESIBILIDAD EN EL ENTORNO DEL CLIENTE', 'UNIDAD DIDÁCTICA 1. ACCESIBILIDAD WEB.', 'UNIDAD DIDÁCTICA 2. USABILIDAD WEB.']","https://www.emagister.com/assets/es/logos/centro/id/192308/size/l.png","['l.png']","https://www.emagister.com/master-programacion-web-entorno-cliente-cursos-3616333.htm",
"Máster en Programación Web de Alto Rendimiento con Wordpress + PHP + JavaScript + MySQL + Titulación Universitariauración del Software de Servidor Web","EDUCA BUSINESS SCHOOL","1200.0","Master","A distancia","710h","Sin Datos",911227348,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/160194/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-alto-rendimiento-wordpress-php-javascript-mysql-titulacion-universitariauracio-cursos-3669381.htm",
"Master en Programación Web con Dreamweaver CC + HTML5 + CSS3 + PHP + MySQL + JavaScript + JQuery + Ajax + Titulación Universitaria","Euroinnova Business School","1299.0","Master","Online","825h","Sin Datos",958912561,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/56241/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-dreamweaver-cc-html5-css3-php-mysql-javascript-jquery-ajax-titulacion-uni-cursos-3392035.htm",
"Máster en Programación Informática (JAVA, C# Y PHP)","ESNECA BUSINESS SCHOOL","595.0","Master","A distancia","650h","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-informatica-java-c-php-cursos-3409513.htm",
"Máster en Programación Web en el Entorno Cliente","ESCUELA DE POSTGRADO DE INGENIERIA Y ARQUITECTURA","660.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. PROGRAMACIÓN WEB EN EL ENTORNO CLIENTE', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTOS WEB MEDIANTE LENGUAJES DE MARCAS', 'UNIDAD DIDÁCTICA 1. DISEÑO WEB.', 'UNIDAD DIDÁCTICA 2. LENGUAJES DE MARCADO GENERALES.', 'UNIDAD DIDÁCTICA 3. LENGUAJES DE MARCADO PARA PRESENTACIÓN DE ', 'PÁGINAS WEB.', 'UNIDAD DIDÁCTICA 4. HOJAS DE ESTILO WEB.', 'UNIDAD FORMATIVA 2. DESARROLLO Y REUTILIZACIÓN DE COMPONENTES SOFTWARE Y MULTIMEDIA MEDIANTE LENGUAJES DE GUIÓN', 'UNIDAD DIDÁCTICA 1. ARQUITECTURAS DE APLICACIONES WEB.', 'UNIDAD DIDÁCTICA 2. NAVEGADORES ', 'WEB.', 'UNIDAD DIDÁCTICA 3. CREACIÓN DE CONTENIDO WEB DINÁMICO.', 'UNIDAD DIDÁCTICA 4. LENGUAJES DE GUIÓN DE USO GENERAL.', 'UNIDAD DIDÁCTICA 5. CONTENIDOS MULTIMEDIA.', 'UNIDAD FORMATIVA 3. APLICACIÓN DE TÉCNICAS DE USABILIDAD Y ACCESIBILIDAD EN EL ENTORNO DEL CLIENTE', 'UNIDAD DIDÁCTICA 1. ACCESIBILIDAD WEB.', 'UNIDAD DIDÁCTICA 2. USABILIDAD WEB.']","https://www.emagister.com/assets/es/logos/centro/id/1155659/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-entorno-cliente-cursos-3627116.htm",
"Master en Programación CNC + CAD-CAM + Robótica (Triple Titulación + 10 Créditos ECTS)","Euroinnova Business School","1299.0","Master","Online","850h","Sin Datos",958912561,"El acelerado ritmo de fabricacion de productos innovadores que involucran superficies con operaciones complejas y que demandan rapidos ajustes de dise o y fabricacion sobre la marcha para responder a las necesidades del mercado  imponen la utilizacion de los sistemas CAD CAM y la robotica como herramientas de programacion  Emagister com y Euroinnova Business School  han dise ado este master con el fin de capacitar  y ampliar los conocimientos en el campo del control numerico computarizado y los sistemas aplicados en la fabricacion de piezas    El temario se soporta en 7 partes con sus unidades formativas  donde el alumno aprendera acerca de  automatizacion industrial  control numerico  robotica  realizacion de programas  operaciones  tecnologias  sistemas  programacion asistida  recursos multimedia entre otros    Comunicate ahora con Emagister com y pregunta por este master  Inscribete y empieza a tomar tus clases online en directo","[]","https://www.emagister.com/assets/es/logos/centro/id/56241/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-cnc-cad-cam-robotica-triple-titulacion-10-creditos-ects-cursos-3543073.htm",
"Master en programación de dispositivos móviles ANDROID","TOKIO New Technology School","20013000.0","Master","Online","600h","Sin Datos",912669065,"Plantea tus dudas y otros usuarios podran responderte","['Programación en Android']","https://www.emagister.com/assets/es/logos/centro/id/1118353/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-dispositivos-moviles-android-cursos-3457000.htm",
"Máster en Programación Web de Alto Rendimiento con Wordpress + PHP + JavaScript + MySQL + Titulación Universitaria","EDUCA BUSINESS SCHOOL","1200.0","Master","Online","710h","Sin Datos",911227348,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/160194/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-alto-rendimiento-wordpress-php-javascript-mysql-titulacion-universitaria-cursos-3408271.htm",
"Máster en Programación de Videojuegos con HTML5 + Javascript + CSS3 ONLINE","Edil formación","350.0","Master","Online","600h","Sí",912669065,"Emagister pone a tu disposicion el Master en Programacion de Videojuegos con HTML5   Javascript   CSS3 ONLINE impartido por el centro Edil formacion       Si quieres formar parte profesionalmente del mundo de la programacion de videojuegos  con nuestro programa completo adquiere las herramientas necesarias para hacerlo  Que incluyen la introduccion al HTML  tablas  imagenes  objetos  mejoras en el formularios  accesibilidad y validacion  metainformacion  nuevos elementos semanticos  mejoras en HTML5  introduccion en CSS  colores  unidades de medida y muchos mas conceptos indispensables para el desarrollo del programa        Pide informacion sobre este programa a traves de Emagister com","['PARTE 1. DISEÑO DE VIDEOJUEGOS CON HTML5 Y CSS3', 'TEMA 1. HERRAMIENTAS NECESARIAS', 'TEMA 2. INTRODUCCIÓN HTML', 'TEMA 3. TEXTO, ENLACES, LISTAS, IMÁGENES Y OBJETOS', 'TEMA 4. TABLAS, FORMULARIOS Y ESTRUCTURAS', 'TEMA 5. OTRAS ETIQUETAS IMPORTANTES', 'TEMA 6. METAINFORMACIÓN, ACCESIBILIDAD Y VALIDACIÓN', 'TEMA 7. INTRODUCCIÓN HTML5', 'TEMA 8. NUEVOS ATRIBUTOS, EVENTOS Y PSEUDO-CLASES', 'TEMA 9. NUEVOS ELEMENTOS SEMÁNTICOS', 'TEMA 10. MEJORAS EN LOS FORMULARIOS', 'TEMA 11. OTRAS MEJORAS DE HTML5', 'TEMA 12. INTRODUCCIÓN CSS', 'TEMA 13. SELECTORES, UNIDADES DE MEDIDA Y COLORES', 'TEMA 14. MODELOS DE CAJAS, POSICIONAMIENTO Y VISUALIZACIÓN', 'TEMA 15. ESTRUCTURAR UNA PÁGINA ', '\x93', 'LAYOUT', '\x94', ' ', 'TEMA 16. TEXTO, ENLACES, IMÁGENES Y LISTAS', 'TEMA 17. TABLAS, FORMULARIOS Y SHORTHAND', 'TEMA 18. OTRAS UTILIDADES DE CSS', 'TEMA 19. FIREBUG', 'TEMA 20. INTRODUCCIÓN A CSS3', 'TEMA 21. ANIMACIONES, FONDOS Y BORDES', 'TEMA 22. CAJAS, CAJAS FLEXIBLES, COLORES Y FUENTES', 'TEMA 23. ENLACES Y MULTI-COLUMNAS', 'TEMA 24. TEXTO Y 2D/3D TRANSFORMACIONES', 'TEMA 25. TRANSICIONES E INTERFAZ DE USUARIO', 'PARTE 2.CREACIÓN DE VIDEOJUEGOS CON JAVASCRIPT', 'TEMA 1. ¿POR QUÉ USAR JAVASCRIPT?', 'TEMA 2. INTRODUCCIÓN A JAVASCRIPT', 'TEMA 3. CONCEPTOS BÁSICOS DE PROGRAMACIÓN', 'TEMA 4. OBJETOS EN JAVASCRIPT', 'TEMA 5. LOS OBJETOS LOCATION E HISTORY', 'TEMA 6. EL OBJETO DOCUMENT', 'TEMA 7. EL OBJETO FORM', 'TEMA 8. LOS OBJETOS FRAME, NAVIGATOR Y SCREEN', 'PARTE 3. PRACTICA REAL: CREACIÓN DE UN VIDEOJUEGO PASO A PASO', 'TEMA 1. INTRODUCCIÓN A EASELJS', 'TEMA 2. DESCRIPCIÓN Y ESTRUCTURA DEL JUEGO', 'TEMA 3. ORDENAMIENTO JURÍDICO ESPAÑOL Y SEGURIDAD PRIVADA']","https://www.emagister.com/assets/es/logos/centro/id/1123086/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-videojuegos-html5-javascript-css3-online-cursos-3543972.htm",
"MÁSTER EN PROGRAMACIÓN INFORMÁTICA: JAVA, C# Y PHP","ESNECA BUSINESS SCHOOL","595.0","Master","Online","600h","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['CONTENIDO FORMATIVO', 'PARTE 1. PROGRAMACIÓN CON JAVA 8 SE STANDARD EDITION', 'MÓDULO 1. CONCEPTOS BÁSICOS DEL LENGUAJE JAVA', 'MÓDULO 2. CONCEPTOS AVANZADOS E INTERFACES GRÁFICAS DEL LENGUAJE JAVA', 'MÓDULO 3. DESARROLLANDO APLICACIONES PARA LA PLATAFORMA JAVA', 'PARTE 2. PROGRAMACIÓN CON LENGUAJES ORIENTADOS A OBJETOS Y BASES DE DATOS RELACIONALES (PROGRAMACIÓN C#)', 'MÓDULO 1. SISTEMAS OPERATIVOS Y APLICACIONES INFORMÁTICAS', 'UNIDAD FORMATIVA 1. COMPUTADORES PARA BASES DE DATOS', 'UNIDAD FORMATIVA 2. SISTEMAS DE ALMACENAMIENTO', 'UNIDAD FORMATIVA 3. APLICACIONES MICROINFORMÁTICAS E INTERNET PARA CONSULTA Y GENERACIÓN DE DOCUMENTACIÓN', 'MÓDULO 2. PROGRAMACIÓN DE BASES DE DATOS RELACIONALES', 'UNIDAD FORMATIVA 1. DISEÑO DE BASES DE DATOS RELACIONALES', 'UNIDAD FORMATIVA 2. DEFINICIÓN Y MANIPULACIÓN DE DATOS', 'UNIDAD FORMATIVA 3. DESARROLLO DE PROGRAMAS EN EL ENTORNO DE LA BASE DE DATOS', 'MÓDULO 3. PROGRAMACIÓN ORIENTADA A OBJETOS', 'UNIDAD FORMATIVA 1. PRINCIPIOS DE LA PROGRAMACIÓN ORIENTADA A OBJETOS', 'UNIDAD FORMATIVA 2. MODELO DE PROGRAMACIÓN WEB Y BASES DE DATOS', 'UNIDAD FORMATIVA 3. EL CICLO DE VIDA DEL DESARROLLO DE APLICACIONES', 'PARTE 3. PROGRAMACIÓN DE PÁGINAS WEB CON PHP (SERVIDOR)']","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-informatica-java-c-php-cursos-3631610.htm",
"Máster en Programación Web en el Entorno Cliente con prácticas garantizadas","ESCUELA DE POSTGRADO DE INGENIERIA Y ARQUITECTURA","1260.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. PROGRAMACIÓN WEB EN EL ENTORNO CLIENTE', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTOS WEB MEDIANTE LENGUAJES DE MARCAS', 'UNIDAD DIDÁCTICA 1. DISEÑO WEB.', 'UNIDAD DIDÁCTICA 2. LENGUAJES DE MARCADO GENERALES.', 'UNIDAD DIDÁCTICA 3. LENGUAJES DE MARCADO PARA PRESENTACIÓN DE ', 'PÁGINAS WEB. ', 'UNIDAD DIDÁCTICA 4. HOJAS DE ESTILO WEB.', 'UNIDAD FORMATIVA 2. DESARROLLO Y REUTILIZACIÓN DE COMPONENTES SOFTWARE Y MULTIMEDIA MEDIANTE LENGUAJES DE GUIÓN', 'UNIDAD DIDÁCTICA 1. ARQUITECTURAS DE APLICACIONES WEB.', 'UNIDAD DIDÁCTICA 2. NAVEGADORES ', 'WEB.', 'UNIDAD DIDÁCTICA 3. CREACIÓN DE CONTENIDO WEB DINÁMICO.', 'UNIDAD DIDÁCTICA 4. LENGUAJES DE GUIÓN DE USO GENERAL.', 'UNIDAD DIDÁCTICA 5. CONTENIDOS MULTIMEDIA.', 'UNIDAD FORMATIVA 3. APLICACIÓN DE TÉCNICAS DE USABILIDAD Y ACCESIBILIDAD EN EL ENTORNO DEL CLIENTE', 'UNIDAD DIDÁCTICA 1. ACCESIBILIDAD WEB.', 'UNIDAD DIDÁCTICA 2. USABILIDAD WEB.']","https://www.emagister.com/assets/es/logos/centro/id/1155659/size/l.jpg","['l.jpg']","https://www.emagister.com/master-programacion-web-entorno-cliente-practicas-garantizadas-cursos-3643619.htm",
